sampleId,lat,long,continent,country,nPools,nFlies,nToUse,Date,SRA_Accession,SOURCE,DataType,TimeRange
"DK_Mid_Kar_1_2017-08-08, DK_Mid_Kar_1_2018-06-30, DK_Mid_Kar_1_2018-10-05, DK_Mid_Kar_1_2019-07-09, DK_Mid_Kar_1_2019-10-01, DK_Mid_Kar_1_2020-07-31, DK_Mid_Kar_1_2020-10-31, DK_Mid_Kar_1_2014-09-01, DK_Mid_Kar_1_2014-11-25, DK_Mid_Kar_1_2016-06-08, DK_Mid_Kar_1_2016-09-15, DK_Mid_Kar_1_2016-11-22",55.94512799999999,10.212586,Europe,Denmark,12,474,12,"2017-08-08,2018-06-30,2018-10-05,2019-07-09,2019-10-01,2020-07-31,2020-10-31,2014-09-01,2014-11-25,2016-06-08,2016-09-15,2016-11-22","nan, nan, nan, nan, nan, nan, nan, SRR5647772, SRR5647771, SRR8494440, SRR8494438, SRR8494437","DrosEU_3, DrosEU",PoolSeq,2252
"ES_Bar_Bar_1_2012-07-13, ES_Bar_Bar_1_2012-10-16",41.38,2.17,Europe,Spain,2,84,2,"2012-07-13,2012-10-16","SRR3590549, SRR3590548",DrosRTEC,PoolSeq,95
"ES_Ciu_Tom_1_2016-10-11, ES_Ciu_Tom_1_2017-10-04, ES_Ciu_Tom_1_2018-10-03, ES_Ciu_Tom_1_2020-09-30, ES_Ciu_Tom_1_2015-09-17, ES_Ciu_Tom_1_2015-10-08, ES_Ciu_Tom_1_2016-09-02",39.15781154285715,-3.033524028571429,Europe,Spain,7,280,7,"2016-10-11,2017-10-04,2018-10-03,2020-09-30,2015-09-17,2015-10-08,2016-09-02","SRR8494460, nan, nan, nan, SRR8439137, SRR8439136, SRR8494461","DrosEU, DrosEU_3",PoolSeq,1840
"ES_Gra_Gua_1_2015-09-12, ES_Gra_Pur_1_2016-08-30, ES_Gra_Ben_1_2016-10-08, ES_Gra_Ben_1_2017-10-05",37.346399875,-3.1720022,Europe,Spain,4,160,4,"2015-09-12,2016-08-30,2016-10-08,2017-10-05","SRR8439164, SRR8494462, SRR8494475, nan","DrosEU, DrosEU_3",PoolSeq,754
"ES_Gra_Cor_1_2015-08-08, ES_Gra_Cor_1_2017-07-28",37.66166013029405,-2.79627267302351,Europe,Spain,2,80,2,"2015-08-08,2017-07-28","SRR8439163, nan","DrosEU, DrosEU_3",PoolSeq,720
"ES_Ler_Gim_1_2014-08-13, ES_Ler_Gim_1_2014-10-20",41.6175899,0.6200146,Europe,Spain,2,80,2,"2014-08-13,2014-10-20","SRR5647776, SRR5647769",DrosEU,PoolSeq,68
"ES_Ler_Gim_1_2017-07-24, ES_Ler_Gim_1_2017-10-14, ES_Ler_Gim_1_2018-08-25, ES_Ler_Gim_1_2018-10-26, ES_Ler_Gim_1_2019-08-25, ES_Ler_Gim_1_2020-10-26, ES_Ler_Gim_1_2021-08-31, ES_Ler_Gim_1_2015-06-28, ES_Ler_Gim_1_2015-10-22, ES_Ler_Gim_1_2016-08-25, ES_Ler_Gim_1_2016-10-21",41.6548429090909,0.3869695454545454,Europe,Spain,11,410,11,"2017-07-24,2017-10-14,2018-08-25,2018-10-26,2019-08-25,2020-10-26,2021-08-31,2015-06-28,2015-10-22,2016-08-25,2016-10-21","nan, nan, nan, nan, nan, nan, nan, SRR8439138, SRR8439168, SRR8494470, SRR8494472","DrosEU_3, DrosEU",PoolSeq,2256
"FI_Cen_Ves_1_2014-07-26, FI_Cen_Ves_1_2016-07-29",62.55,26.24,Europe,Finland,2,73,2,"2014-07-26,2016-07-29","SRR5647773, SRR8494442",DrosEU,PoolSeq,734
"FI_Pir_Aka_1_2020-10-04, FI_Pir_Aka_1_2021-07-07, FI_Pir_Aka_1_2021-09-17, FI_Pir_Aka_1_2014-07-25, FI_Pir_Aka_1_2014-08-27, FI_Pir_Aka_1_2015-07-21, FI_Pir_Aka_1_2015-10-01, FI_Pir_Aka_1_2016-07-24, FI_Pir_Aka_1_2016-09-17, FI_Pir_Aka_1_2017-07-20, FI_Pir_Aka_1_2017-09-25, FI_Pir_Aka_1_2018-07-17, FI_Pir_Aka_1_2018-09-20, FI_Pir_Aka_1_2019-07-19, FI_Pir_Aka_1_2019-08-25, FI_Pir_Aka_1_2020-06-28",61.1,23.51,Europe,Finland,16,624,16,"2020-10-04,2021-07-07,2021-09-17,2014-07-25,2014-08-27,2015-07-21,2015-10-01,2016-07-24,2016-09-17,2017-07-20,2017-09-25,2018-07-17,2018-09-20,2019-07-19,2019-08-25,2020-06-28","nan, nan, nan, SRR5647775, SRR5647774, SRR8439161, SRR8439162, SRR8494445, SRR8494443, nan, nan, nan, nan, nan, nan, nan","DrosEU_3, DrosEU",PoolSeq,2611
"FR_Ain_Civ_1_2019-06-15, FR_Ain_Ver_1_2017-09-21",45.9105,4.896,Europe,France,2,80,2,"2019-06-15,2017-09-21","nan, nan",DrosEU_3,PoolSeq,632
"FR_Cot_Vie_1_2021-08-11, FR_Cot_Vie_1_2019-10-19, FR_Cot_Vie_1_2020-08-03",47.26698,5.454433333333333,Europe,France,3,116,3,"2021-08-11,2019-10-19,2020-08-03","nan, nan, nan",DrosEU_3,PoolSeq,662
"FR_Dro_Got_1_2014-07-08, FR_Dro_Got_1_2015-05-21, FR_Dro_Got_1_2015-09-09, FR_Dro_Got_1_2015-10-13, FR_Dro_Got_1_2016-06-13",44.9769252,4.930002,Europe,France,5,200,5,"2014-07-08,2015-05-21,2015-09-09,2015-10-13,2016-06-13","SRR5647753, SRR8439122, SRR8439123, SRR8439126, SRR8494447",DrosEU,PoolSeq,706
"FR_Ess_Vil_1_2015-08-10, FR_Ess_Vil_1_2015-10-14, FR_Ess_Vil_1_2016-08-12, FR_Ess_Vil_1_2017-08-24, FR_Ess_Vil_1_2017-10-17, FR_Ess_Vil_1_2014-08-18, FR_Ess_Vil_1_2014-10-27",48.7529996,2.158176057142857,Europe,France,7,280,7,"2015-08-10,2015-10-14,2016-08-12,2017-08-24,2017-10-17,2014-08-18,2014-10-27","SRR8439165, SRR8439120, SRR8494435, nan, nan, SRR5647755, SRR5647729","DrosEU, DrosEU_3",PoolSeq,1156
"FR_Hau_Civ_1_2018-06-16, FR_Hau_Civ_1_2018-09-15",45.0,4.0,Europe,France,2,80,2,"2018-06-16,2018-09-15","nan, nan",DrosEU_3,PoolSeq,91
"FR_Her_Sai_1_2020-11-12, FR_Her_Sai_1_2021-06-10",43.709061,3.848005,Europe,France,2,80,2,"2020-11-12,2021-06-10","nan, nan",DrosEU_3,PoolSeq,210
"FR_Ill_Sai_1_2017-07-22, FR_Ill_Sai_1_2017-09-16",48.13,-1.58,Europe,France,2,80,2,"2017-07-22,2017-09-16","nan, nan",DrosEU_3,PoolSeq,56
"GB_Eas_Sus_1_2021-07-09, GB_Eas_Sus_1_2021-09-01",51.0997675,0.1644074999999999,Europe,UK,2,76,2,"2021-07-09,2021-09-01","nan, nan",DrosEU_3,PoolSeq,54
"GB_Edi_Edi_1_2021-08-29, GB_Edi_Edi_1_2021-10-04",55.93235,-3.19515,Europe,UK,2,80,2,"2021-08-29,2021-10-04","nan, nan",DrosEU_3,PoolSeq,36
"GB_Fif_Dai_1_2015-08-19, GB_Fif_Dai_1_2016-08-06, GB_Fif_Dai_1_2020-MM-DD",56.345464666666665,-2.9519353333333336,Europe,"United Kingdom, UK",3,120,3,"2015-08-19,2016-08-06,2020-MM-DD","SRR8439142, SRR8494478, nan","DrosEU, DrosEU_3",PoolSeq,353
"GB_Lei_Mar_1_2014-10-20, GB_Nor_Mar_1_2015-07-07, GB_Nor_Mar_1_2016-10-23",52.465523,-0.9465056666666666,Europe,United Kingdom,3,120,3,"2014-10-20,2015-07-07,2016-10-23","SRR5647760, SRR8439121, SRR8494432",DrosEU,PoolSeq,734
"GB_Nor_Mar_1_2017-10-10, GB_Nor_Mar_2_2017-10-10, GB_Nor_Mar_3_2017-10-10",52.46086111,0.95902778,Europe,UK,3,108,3,2017-10-10,"nan, nan, nan",DrosEU_3,PoolSeq,0
"GB_Per_Dru_1_2020-09-07, GB_Per_Mut_1_2021-08-05",56.32037,-3.78096,Europe,UK,2,80,2,"2020-09-07,2021-08-05","nan, nan",DrosEU_3,PoolSeq,332
"GB_She_She_1_2014-08-25, GB_She_She_1_2015-10-04",53.39076,-1.5207995,Europe,United Kingdom,2,80,2,"2014-08-25,2015-10-04","SRR5647752, SRR8439153",DrosEU,PoolSeq,405
"GR_Kri_Her_1_2020-07-13, GR_Kri_Ira_1_2017-11-06, GR_Kri_Ira_1_2018-10-11, GR_Kri_Ira_1_2019-MM-DD, GR_Kri_Ira_1_2021-10-20",35.27935655386768,25.10380456728082,Europe,Greece,5,170,5,"2020-07-13,2017-11-06,2018-10-11,2019-MM-DD,2021-10-20","nan, nan, nan, nan, nan",DrosEU_3,PoolSeq,1444
"HR_Dub_Her_1_2019-09-19, HR_Dub_Kam_1_2017-09-20",42.2805,18.328,Europe,Montenegro,2,80,2,"2019-09-19,2017-09-20","nan, nan",DrosEU_3,PoolSeq,729
"HU_Pes_Pil_1_2018-07-04, HU_Pes_Pil_1_2018-10-30, HU_Pes_Pil_1_2020-08-17",47.617361,18.892002,Europe,Hungary,3,120,3,"2018-07-04,2018-10-30,2020-08-17","nan, nan, nan",DrosEU_3,PoolSeq,775
"IT_Tre_San_1_2015-09-29, IT_Tre_San_1_2015-10-10, IT_Tre_San_1_2019-10-01, IT_Tre_San_1_2021-06-28, IT_Tre_San_1_2021-10-01, IT_Tre_Tre_1_2016-08-24",46.19943883333334,11.125464,Europe,Italy,6,232,6,"2015-09-29,2015-10-10,2019-10-01,2021-06-28,2021-10-01,2016-08-24","SRR8439118, SRR8439119, nan, nan, nan, SRR8494456","DrosEU, DrosEU_3",PoolSeq,2194
"MA_Ori_Ber_1_2017-07-10, MA_Ori_Ber_1_2017-09-15",34.9562894400356,-2.26568341255188,Africa,Morocco,2,39,2,"2017-07-10,2017-09-15","nan, nan",DrosEU_3,PoolSeq,67
"MA_Ori_Ber_1_2018-07-16, MA_Ori_Ber_1_2019-09-11, MA_Ori_Ber_1_2020-09-21, MA_Ori_Nad_1_2016-07-21, MA_Ori_Nad_1_2016-10-04",35.03081219076788,-2.39878266506348,Africa,Morocco,5,139,5,"2018-07-16,2019-09-11,2020-09-21,2016-07-21,2016-10-04","nan, nan, nan, nan, nan",DrosEU_3,PoolSeq,1523
"NL_Gro_Gro_1_2017-10-11, NL_Gro_Gro_1_2019-10-09, NL_Gro_Gro_1_2020-10-15",53.15385666666666,6.30449,Europe,Netherlands,3,97,3,"2017-10-11,2019-10-09,2020-10-15","nan, nan, nan",DrosEU_3,PoolSeq,1100
"PL_War_Brz_1_2015-09-28, PL_War_Brz_1_2016-08-08, PL_War_Brz_1_2017-08-20",54.273446666666665,19.620168333333336,Europe,Poland,3,120,3,"2015-09-28,2016-08-08,2017-08-20","SRR8439154, SRR8494458, nan","DrosEU, DrosEU_3",PoolSeq,692
"PT_Por_Rec_1_2014-09-26, PT_Por_Rec_1_2015-09-01, PT_Por_Rec_1_2016-10-01",41.15,-8.41,Europe,Portugal,3,120,3,"2014-09-26,2015-09-01,2016-10-01","SRR5647770, SRR8439150, SRR8494457",DrosEU,PoolSeq,736
"RS_Sre_Sla_1_2016-06-18, RS_Sre_Sla_1_2016-09-09, RS_Sre_Sla_1_2017-06-28, RS_Sre_Sla_1_2017-09-28, RS_Sre_Sla_1_2019-06-14",45.13,20.208,Europe,Serbia,5,199,5,"2016-06-18,2016-09-09,2017-06-28,2017-09-28,2019-06-14","SRR8494473, SRR8494474, nan, nan, nan","DrosEU, DrosEU_3",PoolSeq,1091
"RS_Sre_Sta_1_2020-07-02, RS_Sre_Sta_1_2020-09-14, RS_Sre_Sta_1_2021-06-22, RS_Sre_Sta_1_2019-07-21",44.9863,20.166625,Europe,Serbia,4,160,4,"2020-07-02,2020-09-14,2021-06-22,2019-07-21","nan, nan, nan, nan",DrosEU_3,PoolSeq,702
"RS_Zaj_Kal_1_2016-06-30, RS_Zaj_Kal_1_2016-09-13",43.4,22.42,Europe,Serbia,2,80,2,"2016-06-30,2016-09-13","SRR8494479, SRR8494471",DrosEU,PoolSeq,75
"RU_Cri_Yal_1_2015-08-24, RU_Cri_Yal_1_2016-08-20, RU_Cri_Yal_1_2014-06-20, RU_Cri_Yal_1_2014-08-27, RU_Cri_Yal_1_2015-06-24",44.5015,34.166115551999994,Europe,Ukraine,5,200,5,"2015-08-24,2016-08-20,2014-06-20,2014-08-27,2015-06-24","SRR8439167, SRR8494436, SRR5647764, SRR5647763, SRR8439131",DrosEU,PoolSeq,792
"RU_Nov_Val_1_2014-08-17, RU_Nov_Val_1_2015-08-23, RU_Nov_Val_1_2015-10-05, RU_Nov_Val_1_2016-08-23, RU_Nov_Val_1_2016-09-29, RU_Nov_Val_1_2016-10-24, RU_Nov_Val_1_2017-08-25, RU_Nov_Val_1_2017-10-01, RU_Nov_Val_1_2018-08-28",58.01927987777778,33.236204111111114,Europe,Russia,9,360,9,"2014-08-17,2015-08-23,2015-10-05,2016-08-23,2016-09-29,2016-10-24,2017-08-25,2017-10-01,2018-08-28","SRR5647741, SRR8439160, SRR8439158, SRR8494449, SRR8494450, SRR8494477, nan, nan, nan","DrosEU, DrosEU_3",PoolSeq,1472
"RU_Vla_Ale_1_2018-10-13, RU_Vla_Ale_1_2015-09-15, RU_Vla_Ale_1_2016-10-15, RU_Vla_Ale_1_2017-08-15, RU_Vla_Ale_1_2018-09-09",56.41472,38.71611,Europe,Russia,5,200,5,"2018-10-13,2015-09-15,2016-10-15,2017-08-15,2018-09-09","nan, SRR8439141, SRR8494476, nan, nan","DrosEU_3, DrosEU",PoolSeq,1124
"SE_Ska_Lun_1_2014-07-31, SE_Ska_Lun_1_2015-08-08, SE_Ska_Lun_1_2015-08-24",55.694,13.198,Europe,Sweden,3,120,3,"2014-07-31,2015-08-08,2015-08-24","SRR5647735, SRR8439151, SRR8439156",DrosEU,PoolSeq,389
"TR_Ank_Yes_1_2014-08-31, TR_Ank_Yes_1_2014-10-23, TR_Ank_Yes_1_2015-05-01, TR_Ank_Yes_1_2015-06-01, TR_Ank_Yes_1_2015-07-28, TR_Ank_Yes_1_2015-08-27, TR_Ank_Yes_1_2015-09-17, TR_Ank_Yes_1_2015-10-15, TR_Ank_Yes_1_2016-05-26, TR_Ank_Yes_1_2016-06-25, TR_Ank_Yes_1_2016-07-27, TR_Ank_Yes_1_2016-08-24, TR_Ank_Yes_1_2016-09-27, TR_Ank_Yes_1_2016-10-13, TR_Ank_Yes_1_2017-06-07, TR_Ank_Yes_1_2017-06-30, TR_Ank_Yes_1_2017-07-29, TR_Ank_Yes_1_2017-08-30, TR_Ank_Yes_1_2017-09-26, TR_Ank_Yes_1_2017-10-13, TR_Ank_Yes_1_2018-05-19, TR_Ank_Yes_1_2018-06-25, TR_Ank_Yes_1_2018-07-28, TR_Ank_Yes_1_2018-08-27, TR_Ank_Yes_1_2018-09-27, TR_Ank_Yes_1_2018-10-12, TR_Ank_Yes_1_2019-06-26, TR_Ank_Yes_1_2019-08-14, TR_Ank_Yes_1_2019-09-17, TR_Ank_Yes_1_2019-10-10, TR_Ank_Yes_1_2020-05-21, TR_Ank_Yes_1_2020-06-26, TR_Ank_Yes_1_2020-07-13, TR_Ank_Yes_1_2020-08-18, TR_Ank_Yes_1_2020-09-16, TR_Ank_Yes_1_2020-10-14, TR_Ank_Yes_1_2021-05-19, TR_Ank_Yes_1_2021-06-25, TR_Ank_Yes_1_2021-07-27, TR_Ank_Yes_1_2021-08-19, TR_Ank_Yes_1_2021-09-20, TR_Ank_Yes_1_2021-10-16",40.23144471428572,32.26032871428571,Asia,Turkey,42,1647,42,"2014-08-31,2014-10-23,2015-05-01,2015-06-01,2015-07-28,2015-08-27,2015-09-17,2015-10-15,2016-05-26,2016-06-25,2016-07-27,2016-08-24,2016-09-27,2016-10-13,2017-06-07,2017-06-30,2017-07-29,2017-08-30,2017-09-26,2017-10-13,2018-05-19,2018-06-25,2018-07-28,2018-08-27,2018-09-27,2018-10-12,2019-06-26,2019-08-14,2019-09-17,2019-10-10,2020-05-21,2020-06-26,2020-07-13,2020-08-18,2020-09-16,2020-10-14,2021-05-19,2021-06-25,2021-07-27,2021-08-19,2021-09-20,2021-10-16","SRR5647749, SRR5647748, SRR8439113, SRR8439111, SRR8439110, SRR8439109, SRR8439108, SRR8439107, SRR8494467, SRR8494465, SRR8494464, SRR8494463, SRR8494468, SRR8494423, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","DrosEU, DrosEU_3",PoolSeq,2603
"UA_Che_Dmy_1_2021-07-17, UA_Che_Uma_1_2014-10-01, UA_Che_Uma_1_2015-09-26, UA_Che_Uma_1_2016-09-11, UA_Che_Uma_1_2016-09-17, UA_Che_Uma_1_2017-09-16, UA_Che_Uma_1_2017-10-07, UA_Che_Uma_1_2018-09-21, UA_Che_Uma_1_2019-08-13, UA_Che_Uma_1_2019-10-14, UA_Che_Uma_1_2019-10-20, UA_Che_Uma_1_2020-08-19, UA_Che_Uma_1_2020-09-27, UA_Che_Uma_1_2021-09-19",48.76328525428572,30.217751508571432,Europe,Ukraine,14,556,14,"2021-07-17,2014-10-01,2015-09-26,2016-09-11,2016-09-17,2017-09-16,2017-10-07,2018-09-21,2019-08-13,2019-10-14,2019-10-20,2020-08-19,2020-09-27,2021-09-19","nan, SRR5647740, SRR8439117, SRR8494422, SRR8494425, nan, nan, nan, nan, nan, nan, nan, nan, nan","DrosEU_3, DrosEU",PoolSeq,2545
"UA_Che_Var_1_2015-08-25, UA_Che_Var_1_2016-08-26, UA_Che_Var_1_2018-09-03, UA_Che_Var_1_2019-09-14, UA_Che_Var_1_2020-10-11, UA_Che_Var_1_2021-09-26, UA_Che_Var_1_2014-08-18",50.488075251428576,32.71420585714286,Europe,Ukraine,7,278,7,"2015-08-25,2016-08-26,2018-09-03,2019-09-14,2020-10-11,2021-09-26,2014-08-18","SRR8439152, SRR8494469, nan, nan, nan, nan, SRR5647738","DrosEU, DrosEU_3",PoolSeq,2596
"UA_Don_Mar_1_2021-08-23, UA_Don_Mar_2_2021-08-23",47.11472916,37.678114055,Europe,Ukraine,2,80,2,2021-08-23,"nan, nan",DrosEU_3,PoolSeq,0
"UA_Kha_Kha_1_2014-07-26, UA_Kha_Kha_1_2014-09-14, UA_Kha_Kha_1_2015-08-20, UA_Kha_Kha_1_2016-08-18",49.81852778,36.05475,Europe,Ukraine,4,160,4,"2014-07-26,2014-09-14,2015-08-20,2016-08-18","SRR5647747, SRR5647730, SRR8439146, SRR8494446",DrosEU,PoolSeq,754
"UA_Kha_Kha_1_2018-09-24, UA_Kha_Kha_1_2021-08-18",49.990083,36.230678,Europe,Ukraine,2,80,2,"2018-09-24,2021-08-18","nan, nan",DrosEU_3,PoolSeq,1059
"UA_Kie_Cho_1_2014-09-13, UA_Kie_Cho_1_2015-06-15, UA_Kie_Cho_1_2015-07-07, UA_Kie_Cho_1_2015-08-20, UA_Kie_Cho_1_2015-08-26, UA_Kie_Cho_1_2016-09-04, UA_Kie_Cho_1_2016-09-05, UA_Kie_Cho_1_2019-09-06, UA_Kie_Cho_2_2014-09-13, UA_Kie_Cho_2_2015-08-26, UA_Kie_Cho_2_2016-09-04, UA_Kie_Cho_3_2015-08-26, UA_Kie_Cho_4_2014-09-13, UA_Kie_Cho_4_2015-08-26, UA_Kie_Cho_6_2015-08-26, UA_Kie_Kop_1_2019-09-06, UA_Kie_Pri_1_2016-09-03",51.33362840647059,30.15220214529412,Europe,Ukraine,17,673,17,"2014-09-13,2015-06-15,2015-07-07,2015-08-20,2015-08-26,2016-09-04,2016-09-05,2019-09-06,2016-09-03","SRR5647731, SRR8439133, SRR8439115, SRR8439132, SRR8439139, SRR8494431, SRR8494444, nan, SRR5647733, SRR8439128, SRR8494433, SRR8439149, SRR5647734, SRR8439134, SRR8439135, nan, SRR8494426","DrosEU, DrosEU_3",PoolSeq,1819
"UA_Kie_Cho_3_2014-09-13, UA_Kie_Cho_5_2015-08-26",51.27888889,29.39438889,Europe,Ukraine,2,75,2,"2014-09-13,2015-08-26","SRR5647742, SRR8439169",DrosEU,PoolSeq,347
"UA_Kie_Hle_1_2021-08-29, UA_Kie_Kyi_1_2015-08-10, UA_Kie_Kyi_1_2016-08-06, UA_Kie_Kyi_1_2016-09-04, UA_Kie_Kyi_1_2016-10-03, UA_Kie_Vys_1_2017-08-11, UA_Kie_Vys_1_2017-09-03, UA_Kie_Vys_1_2017-09-26, UA_Kie_Vys_1_2017-10-19, UA_Kie_Vys_1_2018-07-25, UA_Kie_Vys_1_2018-08-29, UA_Kie_Vys_1_2018-09-27, UA_Kie_Vys_1_2019-08-12, UA_Kie_Vys_1_2019-09-02, UA_Kie_Vys_1_2020-08-18, UA_Kie_Vys_1_2020-09-21, UA_Kie_Vys_1_2020-10-15, UA_Kie_Vys_1_2021-08-01, UA_Kie_Vys_1_2021-09-19",50.377830105263165,30.365216000000004,Europe,Ukraine,19,750,19,"2021-08-29,2015-08-10,2016-08-06,2016-09-04,2016-10-03,2017-08-11,2017-09-03,2017-09-26,2017-10-19,2018-07-25,2018-08-29,2018-09-27,2019-08-12,2019-09-02,2020-08-18,2020-09-21,2020-10-15,2021-08-01,2021-09-19","nan, SRR8439147, SRR8494430, SRR8494466, SRR8494428, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","DrosEU_3, DrosEU",PoolSeq,2232
"UA_Kie_Kyi_1_2020-09-29, UA_Kie_Kyi_1_2014-08-09, UA_Kie_Kyi_1_2014-09-08, UA_Kie_Kyi_1_2014-10-11",50.352708335,30.4856060825,Europe,Ukraine,4,160,4,"2020-09-29,2014-08-09,2014-09-08,2014-10-11","nan, SRR5647736, SRR5647737, SRR5647743","DrosEU_3, DrosEU",PoolSeq,2243
"UA_Lvi_Dro_1_2014-08-24, UA_Lvi_Dro_1_2015-09-18, UA_Lvi_Dro_1_2016-09-12",49.32991667000001,23.50280556,Europe,Ukraine,3,120,3,"2014-08-24,2015-09-18,2016-09-12","SRR5647732, SRR8439116, SRR8494441",DrosEU,PoolSeq,750
"UA_Ode_Ode_1_2014-07-03, UA_Ode_Ode_1_2014-07-22, UA_Ode_Ode_1_2014-08-29, UA_Ode_Ode_1_2014-10-10, UA_Ode_Ode_1_2015-06-30, UA_Ode_Ode_1_2015-07-26, UA_Ode_Ode_1_2015-08-27, UA_Ode_Ode_1_2015-09-26, UA_Ode_Ode_1_2016-08-20, UA_Ode_Ode_1_2016-09-15, UA_Ode_Ode_1_2017-08-12, UA_Ode_Ode_1_2017-09-23, UA_Ode_Ode_1_2018-06-30, UA_Ode_Ode_1_2018-08-15, UA_Ode_Ode_1_2018-09-15, UA_Ode_Ode_1_2019-06-15, UA_Ode_Ode_1_2019-09-06, UA_Ode_Ode_1_2020-08-28, UA_Ode_Ode_1_2020-09-26, UA_Ode_Ode_1_2020-09-28, UA_Ode_Ode_1_2020-10-30, UA_Ode_Ode_1_2021-11-11, UA_Ode_Ode_1_2013-05-16, UA_Ode_Ode_1_2013-10-15",46.441258918333325,30.758902915000004,Europe,Ukraine,24,956,24,"2014-07-03,2014-07-22,2014-08-29,2014-10-10,2015-06-30,2015-07-26,2015-08-27,2015-09-26,2016-08-20,2016-09-15,2017-08-12,2017-09-23,2018-06-30,2018-08-15,2018-09-15,2019-06-15,2019-09-06,2020-08-28,2020-09-26,2020-09-28,2020-10-30,2021-11-11,2013-05-16,2013-10-15","SRR5647766, SRR5647765, SRR5647768, SRR5647767, SRR8439145, SRR8439140, SRR8439130, SRR8439155, SRR8494429, SRR8494427, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, SRR3939055, SRR3939053","DrosEU, DrosEU_3, DrosRTEC",PoolSeq,3101
"UA_Pol_Pyr_1_2014-08-20, UA_Pol_Pyr_1_2015-08-26, UA_Pol_Pyr_1_2017-08-22, UA_Pol_Pyr_1_2017-09-03, UA_Pol_Pyr_1_2019-08-25, UA_Pol_Pyr_1_2019-09-06, UA_Pol_Pyr_1_2021-07-29",50.305714285714295,32.50053587428571,Europe,Ukraine,7,270,7,"2014-08-20,2015-08-26,2017-08-22,2017-09-03,2019-08-25,2019-09-06,2021-07-29","SRR5647739, SRR8439129, nan, nan, nan, nan, nan","DrosEU, DrosEU_3",PoolSeq,2535
"US_Cal_And_-1_2013-10-15, US_Cal_And_11_2013-10-15, US_Cal_And_13_2013-10-15, US_Cal_And_15_2013-10-15, US_Cal_And_17_2013-10-15, US_Cal_And_19_2013-10-15, US_Cal_And_1_2013-10-15, US_Cal_And_3_2013-10-15, US_Cal_And_5_2013-10-15, US_Cal_And_7_2013-10-15, US_Cal_And_9_2013-10-15",39.14999999999999,-123.65000000000003,North_America,USA,11,951,11,2013-10-15,"SRR8448935;SRR8449053;SRR8449026;SRR8449068;SRR8448928, SRR8449018, SRR8448971, SRR8448935, SRR8449053, SRR8449026, SRR8449040, SRR8448989, SRR8448941, SRR8449068, SRR8448928",dest_plus,PoolSeq,0
"US_Cal_And_0_2013-10-15, US_Cal_And_10_2013-10-15, US_Cal_And_12_2013-10-15, US_Cal_And_14_2013-10-15, US_Cal_And_16_2013-10-15, US_Cal_And_18_2013-10-15, US_Cal_And_20_2013-10-15, US_Cal_And_2_2013-10-15, US_Cal_And_4_2013-10-15, US_Cal_And_6_2013-10-15, US_Cal_And_8_2013-10-15",39.0,-123.21,North_America,USA,11,1268,11,2013-10-15,"SRR8448929;SRR8449019;SRR8448970;SRR8448934;SRR8449052;SRR8449027;SRR8449041;SRR8448988;SRR8448940;SRR8449067, SRR8448929, SRR8449019, SRR8448970, SRR8448934, SRR8449052, SRR8449027, SRR8449041, SRR8448988, SRR8448940, SRR8449067",dest_plus,PoolSeq,0
